Recipient,Amount
0x5fafaa71ec84bdc698a689775c6e3a4a18c5f03b,31180.88
0x12d5614e896e67c662bbdeb5d006c9ba70959a6d,31178.56
0x87d456a2be00bb3884d709144563e25455d11e9a,31172.85
0x8a832621ca7399917264aa20739e91cf69c83e4a,31167.18
0xca4692a91755a98f42f9cea60585b6725b2263e7,31166.34
0x001a147a918291edb36e84ac5868575ede114624,31161.62
0xe51b1a2222c825afe013369144c02ad9bd4e995a,31159.11
0x418e95342b61957309a8c139eca18668442afb3d,31158.22
0x84ed4d321e680a28006d1576a570d96f8f4cdcd0,31156.95
0x0fcbca0d19707e01549c1585e3585607bbb228cf,31153.93
0x9ed9a46ad80cd641c765454754e4a4094ed80f29,31153.48
0x4d1f50f1de9cff76bb689eefb89dbb9c0ae83316,31148.76
0x0091fec63a008e68dd812b1fdf309ae95465ff6e,31143.1
0xeaeb0424b1ec5c9af6f909ddf80d2c4f0d36558b,31139.81
0x41c2b1f48d4975795a60d3abf962f47c998d8cc1,31139.77
0x3225970ac6578942193e4702d5ff5b9db0a07503,31138.68
0x96b2ab83b89abd371684033c2143931fee4714e7,31137.37
0x0f289721424c23f8ef5d661fc2b34d811ffba592,31136.59
0xd0736d3c4b22c73221fcc0a8b1da20b3dce1fc67,31135.87
0xbfa1f3e64407325643626bae1dd49d087de44b6c,31135.18
0x13fcdbd8bd57efda14e2501e086811c0181a1993,31134.34
0xb1ffd52694a3f0f5f393a53a54b1eb83e53c7982,31133.99
0xdda5c80dea8bb9f9ade2ddd495282427ce9689ec,31133.42
0x088552eeeaa5f5d166937c6facb536e5c91c3c49,31132.91
0x5a38abaa94b51c92d3455b27ad50aa2d16a5685d,31131.75
0x9e12629f47b0e9f08c058e54ba28449c730dc30e,31131.65
0xaf40581ccde5e2012462e9721043210a0e71f251,31127.96
0x9d7dbdea905094ce709a0d97f9900f93d585504d,31125.8
0xe990f376a200404deabd1fb69ef986316a2cc8b2,31123.95
0x78857eba678b39a0496f2156a188f14cd8761e78,31122.98
0x975830126a54ed7556140d91470d9958bbfac4f1,31122.12
0x3cb64d863ec1d5c3fe7bf2352da6a4f0cfa817ae,31121.95
0xca8d4368c9b9a9252beced36dee15a59ed9abf29,31121.27
0xc897472b483c6b6bf6083eff4f5cd29ad9ae4f60,31120.21
0xa285576f8562efc9e48623175052dd3bee2e9941,31119.68
0xd2ece13e4d7ac2e771636f98cd778a80665d8631,31119.1
0x5ddd8d8ada3936239a51fc39b9aad0ddcf2e8602,31115.71
0x0a6dbb68e95ae47c2da4f779d17dd4b632867e4c,31115.38
0x0f33be540cca40739143df01d4d44ba394300240,31114.48
0x26a1c4591a3e7d553df4dbacc0a36405209ee3da,31112.28
0x7dd120a3e61cfdd91c520162a8b23785f1737514,31111.82
0xef38f72261c4ac244149ea23e19f7afaf7430574,31111.36
0xa08edd34087ed0b2f70cdec960cf521f67db5044,31109.76
0xb1fb09a38596361c4ef3e2111933c2ea4ef11f31,31108.45
0xc223e5e618826b0a21e89fd0b5bd973c41864638,31107.58
0x685a605b117f9e7826aaaff78c1ab99a6206a26e,31107.01
0xb53c94b3a82f2ce091fc9ce6ee314463a301ab31,31105.95
0xcbb94ea1592e13a2f733878d4a9059c2c7941d76,31104.28
0x4fbaf1e67cad6dc1a53dab953b20d0dff3c19814,31104.01
0x5335b0b4e068047f54ab8fb0ddfdddb5bb9bdb42,31103.99
0xa00a6a77e42ec38504e994ca671bc72a7beb2705,31101.08
0x86e3dea1f32941c3ebf9b0fbed125583ce390d16,31097.63
0x67779b93c5e7447dfaef13d5dbc328bd37f11587,31096.16
0x650b6ddc500911191361b5b588dfdddd42ceb00c,31094.73
0x9c18c198912e03b0bb4db4d99d784616e4469e4d,31094.26
0x06cb336b292bd423340d4368960d45acd04cbfba,31093.06
0x1b287ef1b548cb5876a3ab99439643982222c417,31092.56
0x124f8a662d349fae3aba8a82102805c9c35e9863,31091.2
0xd2672c9f6d9e4b48fe9a6248148c16f1a9479180,31088.78
0x3b5ed39e2beb64702f1527260fb88c2650d62d42,31088.52
0xbeabc84326b412b59771f4221d2b878383833029,31086.77
0x56d52db0c879bbd017e54cb1613f6aa49034f406,31085.53
0x1e4edf9a96279093efa22b7b93b3c1f71f5dc2d5,31083.11
0x29ee82dad6532c428f2d189e48620e8cf55dc8aa,31081.15
0xf6f2f1ed3385611bc89d6ee2b4826d4f0a156080,31080.95
0x07908460934f74eff523f3634e8398e0a5670698,31080.68
0x7b88bdf48c9f9c372e5c83454fb4f6ed452e4201,31080.42
0xf238d401efab4d4553e7f6546c5e48bfac43b7a4,31075.94
0x242aae391594183de057127b997e8692c1b3d8c9,31075.09
0x0aec9e6ff3b07c71a35e283da695fbfff2543311,31072.78
0x84c34af10fb6826c596c2de7556b4dfefb1ce5da,31070.25
0x4669f8bc667186ee9fc5f94f2ed39caca4ecc665,31066.86
0xdfcea666edf937232070e9dd5b0bff1d0ca80ac0,31066.4
0x003e79a614b04a1743a7a4d831ba9610e97f154d,31066.34
0xf8b05fe21a3050a8c4bb682094aff6b74ca67b3e,31065.81
0xb3f201dc8d2482f01f46f02dfdee3b7b6e040e29,31065.62
0x060b84e203d91e7f6426558bd190d8d034f603ef,31065.37
0x0754b343229786986ee490d0e874bb21c7ebdaff,31065.33
0xf6285bd4bd17be8eba232be6cffd6c8c4a0fe182,31062.81
0x257515296cdf7e5dee4a13a25b8c10f31b256489,31062.52
0x323adc3d5dbf4c40a082a55dad7cd661a96ef711,31061.04
0xd9be2a4fc9cbfaf9206c001be1c27ddd290e068c,31060.89
0x649e5e74487ace1e0edbdf2e84c6e081864e17a7,31060.02
0xa7e41247af0dc99efa56defb2c1ff4e00ffc679c,31058.47
0xc540b19ad6a8cf38692fb00105c6ea4072d33e4d,31055.74
0xbf1fd147031295a59157a0b5af9d094ca01da5fa,31055.07
0x200049e6714da8a7758235bc302020f63121409a,31053.69
0x24cd86f385048c3e539e488e1ee1872d40017b34,31052.67
0x7a891ac2052976521f24087ac0de07a9343a067d,31051.52
0xdeb069cc3b7fc6336c923e4bced39cf151b26820,31046.92
0x3eb54f5f84ad49158addb8b7ac656187d5a29ebc,31045.92
0xeab410f29537f72dd216c97caa10733a5f3d7d70,31042.29
0x8ea5b44a493cf218f61f0c20e7f5fe38404b962c,31039.77
0xf0da5fbaf7ce269442f48b438aa482c2ea45e8ff,31039.7
0x1bd0fc250d5b071e04cd0d08cf85983cf3ef1590,31039.38
0xf44df86e24eb0b04dd4cf4c8ad07c20e854b3d00,31039.06
0x1f81b4cdbf85c406d3401b6d1f97d5b56f9b0945,31037.07
0x201f88aff88bf75ab04a5af725e9e209c7b5b4ed,31036.08
0xc20a4981a4566cea2f39f75beb87bc713d3c31f3,31034.79
0x39ec5c40d6c1d200b562d5e30fd31ddb4ad949d1,31033.88
0x68e925b01685bb84e6d4e6a7b9a781dadbd01c06,31033.33
0xd50f2c78f42adf92156e8024e96b58009601639d,31032.04
0x0c0fe82c2dce6639120d2ed159206d5240921059,31031.08
0x3a79c7e74194a1a638de102f1e070b496f182ff5,31026.72
0x9c326c93e49fa9cd57dbdaf6aeda9fb3de39fc0a,31026.44
0x1af1d2d734d1ca80dfc0f6efbbd532db8e10116d,31026.17
0xdf30e9f04002d41ac8ad0cf351ccbcb2bd5b0b7b,31025.96
0xdf357c87f19a0fff68608e30f00829115ed0ceb7,31024.93
0x2eacca1dbb206a6625719d278811c285f0223951,31024.69
0x104ef47ba794b6e3ba7703f0eb72e5c328d783d4,31022.67
0x2a598a952fe4e840a5486e9bff514af34f48cc12,31022.07
0xffb0bd7101c72fbdef741996fc626f26df0b376e,31021.76
0x785d60d6e52267a65da1122caa3cbff0eadefe32,31020.83
0x402827a7550c1561ca85179bf7cbc188cb993a6c,31020.44
0xd7078de24daf48fa4b90aba1c2c0d35ad1f01e86,31019.98
0x35d329580a435ba15c8f5f8ffec1113ef0caea64,31019.45
0xdea9498d254933996ee8c7571ade5388bcc59a6c,31019.06
0x6291240298237031aad7a3182b50fbb40a357e1d,31017.13
0xbbf941190f861a06710296298b958e680a7d0e4d,31015.92
0x7940ec2e6b8fdc64517b2f31808b90153c8082aa,31014.25
0x59f89e6e52e434d904ebd199304b33b8c46f08df,31014.09
0xc7b8b827cb3145ee7c7e693ff7b2ca36d7ae5253,31013.04
0x5675d17abc604ec6549e6ce51142d13a8f6465f5,31012.02
0x3fdfe3805a3bf3110a09bacbd9c75d00af01d822,31011.4
0x80af2deec20ef1beca01630d7c17a207b932d64d,31007.09
0x243b033665d2760cfc66f97ace1c122fb0af841a,31004.8
0x7dd953274974d15ad1a0902a368a79193b0050c2,31004.39
0x786648d048c355e8ca0d363215a0f54799304817,31003.44
0xebccf65d9c3a146c61cb1d288d0d5537fc04c48d,31002.54
0x97767c6f4bf39e54cd5f2d5acdd8d6b639a1e83b,31002.48
0x6cbe55a1df99f61aae3079d4b330d0df13e375d6,31002.4
0x9fffeb10c8ad642ae25832d743c6a01f7f1d5eea,31001.8
0xf22136f1f7e5ffa3e5606430c15a3000c1b37e4b,30999.77
0xa9acc8779261eb1875c239410da350890abc2af7,30998.96
0x9a7d7fc50640034c60b26aa65871efa2f7bbc208,30998.5
0xff145387e6d45c42660bfe09e0e921bdf5ad0af1,30998.45
0x1d7e71332689717887cde3d9387903cef58dcb09,30996.77
0x0208a3c9445fb3b1d0a361d04246b2408ecbbd7b,30996.5
0xf092405ac37ecf5d4ecc1d5e56cf3a59c80e7095,30996.08
0x6fde63c5e58399bacfb60fd77350553a1e79d886,30995.23
0x06964f19693dd99ca7fd62545d0cde56b924d8e9,30994.08
0x0a6cac72cba605e3be4dd568271843d6f18c4257,30991.19
0xad8df80d115bcb914924f709beb78c2559233df1,30990.31
0x71af5923731bc750bd244db7812d0cd4f05935a8,30989.49
0xac144b3d73887445bf9c9b051dc5a4ad406e9544,30988.43
0xdd78b09e784726afa6ddf40c480633d6acbe086e,30988.42
0x6f96a5865228d9127ce068ec7ceb393897855843,30988.36
0x261ed77a689e71db7fa9826e9eedaf1801327f03,30987.58
0x7eba04f35a1c1b765c53cbebfa3d10ddf6aa3c93,30987.5
0x778052d813ce308d9f0593de6799023610110834,30981.51
0x4542c537ffa627377c3862cb14104886c0ea02a0,30981.3
0xda0b1613c752073bfbe991d8d7e556defc1cafc4,30980.2
0xa43f0c22bc33479571ce0926c1083eda30560428,30979.07
0xd4f4b394a3a02fb9c001b0896f11958fd2be85c1,30978.24
0x0fab1a6a4d8b3ad6175626b4738b0abbd75b6d78,30978.03
0x9964c8c2cba787da94b6e679ce35276de01e6cb0,30975.5
0xacb3efcb00c6b04e9b3e84722b76b166473c7143,30972.87
0xeadf7fbdc683e89838ccb4fb23e91bf44f4b63b8,30972.41
0xa5e8b3761f53f8d3f294af8c2785b4378c114bcd,30971.37
0xa4d0cc9961c33cac32a30f2cc66b068907c177ac,30968.56
0x83ef89ea7443184090827683c4c20127c5ac70d2,30968.37
0x7a41142b05dff6e6632a13d432fa4864a770f0a5,30965.87
0x0f9f0e7931acffc5c7a798907860dca60f6eda25,30963.13
0x1fa39c6a2d23656ce6aa40ea0cb3ccb29dcb62dd,30961.58
0x06777bad5f32c9060e3836c4a19e6aeb67826830,30961.03
0x9cf3395514f1fac48b264efb7e4d738fc3b31334,30959.96
0x60c52e83d280d494c9182874b79ef674d0ff452d,30959.49
0xaf8c95ed4ea5236217fe9920ee4c22ff4343d07b,30957.71
0xfa6dc2b02776fd801b4217563810b4b47a15cd3a,30956.11
0xedc84e8db1cbaa8ad47034e153e4157ae618dc3a,30955.08
0x12ef801ae2bbe33ab20b6f1e783d795436b3cf2b,30954.9
0x9cd8504050ffdb4e1afa54b9aa8499df24df7809,30952.37
0x57146277c3bce80ae1fff26f392598911727e049,30950.67
0xe1a1d6086476a00bcb7a34d753bab6430f475ae9,30947.87
0x7a6b836ae5f3a65c1b2fcf1d0d2dccccc8118eae,30947.61
0x4acbe9a6264e8157e7a6d40847853e79e90c7ba4,30946.66
0x7795f530fc32f232d023c5692d84f892af343833,30946.45
0x7b81c80bdac88635e62f07cdf6434b9a50a78316,30945.57
0x4fad2744b1a49ce58fadb235c53061db5700f635,30944.22
0xb52284ecb3e5ed8978825278ce31383f4be75e49,30942.86
0x8497f6ca54d8d6894f754632f1ef18794fd0019b,30941.96
0xc762b371ed769374a8c8f899021f2f7778310fb3,30941.08
0x189e18bd6187d998bcb9027e1c41d874a263f799,30938.75
0x48ea6d57a4c0ec7a00183e0aa4b65b61909f4637,30936.67
0xa137d2af4f5edeca918c62ed9d8fab5b8fa6df78,30936.12
0xe2c672d98bb5d5127ae2e15b02c07e12a561f0cb,30935.91
0x2165340ca5418e9f318df0d0271bf94ae527e65b,30935.73
0x9a90577af6e66d1ad1b851dbc25d27607b40b196,30934.8
0x05e484674f51822161e9f5360fe8668833075e6d,30934.48
0xb59730d8675f63a7d96c51a40fb5dd87bc8d0714,30934.05
0x6cee0bb2bc1c69e4d1b80c1242e006cc7cca158a,30932.16
0xfea8cd0529275df705a9bf87e2f1d62bb4151e06,30931.95
0xd201ac8ee58bb9a16f2e0f138888be14eade82dc,30931.53
0xbbb44f351ebf42122f7fc142a70c246dddc49c97,30929.67
0xcfee528325b8eeba800538b6369baf84f6262914,30928.57
0xc9d8bc7891db8d2bccecee6e744eea4b52d7e106,30927.11
0x3ef59823118211d87fd9419fb264d24a5db2fd35,30927.05
0xa48c847b66bd9a52cd3d8d3454abe1ea9a5d9082,30926.01
0xe4b069191ec645ef2e743a5f62e299f56070c7ab,30924.15
0x9038fb67db5f85d87b6bbccd1af983ce51b4afd1,30921.89
0x5b3956acce38becd8677d32ef7d9bb79bfed1041,30920.29
0x2ae2c1c0eeaee87e1aa99a285567aed2f0af0420,30918.79
0xeca52952da518f3027e850248f33bdb94cb6fe81,30918.32
0x6fdc9410b4a9c0e0aa755b4487488de9b3ca60b3,30918.11
0x822858895eaf7f504f25eca44b9328f365697de5,30916.04
0xa2d21ebb26bbd5b47abe92b83f4079416cd7572c,30915.72
0xcac6b305820111e2a72f82169d8d01c3d375060c,30915.49
0xb4c5537a78e1290003ff535cb4e0ab0bf39e73f9,30912.13
0x1947244007a50447e44ec7ac07d2f0f464afbf66,30911.09
0x79e7a28f4de75329ab84397fe495b99a5f880984,30910.61
0x17a0a11c1339d33f01e4303b43824750096ffe8d,30910.09
0xad2f16c255f037bed4a81640196f1ab42a209ff2,30908.61
0x048c7537c0bf58ca83e8a0c928c3140f12a85d4a,30907.52
0xb3a35894c531f7324f95bd2b4a12f9d6142f87b5,30907.07
0xa7c701f57772c15323b878a3ab9bb522e3f29375,30906.31
0x1beaeed2d7eee43ca11af8ac4ec2d3b9fd82f2f5,30905.6
0xb89e5e53d5c8b07ee9441e3f0ec4791cbc09e41e,30905.57
0xfb9457be8beba4e73ee6554cfd25c7ac1c6a0f4b,30905.04
0xe97d1068c1b320d6a8c3c3249df57a6dec685835,30901.03
0x8b0cf044f4ebb1499a5ed7e59d9f3ddce5c5fda2,30899.96
0x9a2650c33cf31837478e21e2f017ea135889971e,30899.85
0x799b1268b7cd356a01f5655953eb532dba956ea6,30896.18
0x587712b18493bb6f8c054879ae94982e45b92493,30892.87
0x519983ef647454dc64839948e08032f00cb3d764,30892.01
0x66f81bd525e54b2d4b43e979f72b9dd57ee3f516,30891.63
0xa6cb7d7183f7670c1564e044b325de630cf80772,30890.9
0x59c43fc1fd10afd26414b43ca4eea0d5cb480e7b,30889.29
0x8abed102032a9411e074f6bc5c58c6dbfc074cb9,30888.19
0xab19a3f38a04d9f96b9d4ea01754119efc1ff619,30884.59
0xdd61a195472a48c9b6d8bf12ad2f61581e6d61a9,30884.37
0xefc440001cc26693a4333daba5bb513bb21b19c6,30883.12
0xd1224eebeff77b77b34f42785caf8080af3342f1,30882.48
0x90f114a183fab6a09d37f48897412317cd402662,30881.62
0x2dc6369394a1aa6ed57ff8ba29d5480b1e5949b5,30880.46
0x7aae4b99d3cd6bf9a25cf9c74d52685f772955ca,30880.19
0x320a3484ada095057c9059fd3111307d0dbd9aa0,30876.28
0x0a3d810c2f0d811c24e9485acdcaea9bf8b3a65d,30875.06
0xfa53ef48ab1b81fab455bdff32946010e14fb85d,30874.9
0xc03aa6a15b26e25bdacb05e788d100522e0a2a78,30866.89
0xade5fbf817edf9b18c7a6b4f3f53b973ecd21d2c,30866.52
0x132b863cdd7a83c734b05781232f48d1bb3ada01,30866.5
0x0142e38424bf9ea172ef269585b6e037649c160f,30865.38
0xb08761bed532bfc4b3e62fccee59180a200f235a,30864.69
0x40d9fe79bf900e11b631b5efec6d0942ae045fc9,30863.44
0xd4850ba3c8b214d2acea6b9af7ac368c1a4af511,30861.0
0x7852be51edda2163a577ae672689e16ba74186de,30860.85
0xfc359c0f37d175aeeec3afa0a4f2d2119f511e4b,30860.82
0xcb9245e9585651ae36b279f510dee6be8d38dc86,30859.74
0x54973dd4673c7c66d8e8a2b37e994660a0cc8efe,30858.93
0x33baa297c649064b0a6a0be63ab78fb7bc4ebe1f,30857.93
0xf5da98bab3785cec40d55ab06cd2a9ec5cbbbea5,30857.62
0xf5c8d47b27c26d05dbbe6de5207adb67119ed5c3,30856.66
0x0bbf7ba8398c4ee68a1361aa59691c98ec899201,30855.83
0x61780dfbe775842addf285458c988434e482cc78,30855.21
0x51bdc8d4318537d62cf8f09b4531427577f25c8f,30854.66
0x4e3f10e5da3d83c41af865c2d6004622fb2fb981,30853.01
0x0ce62a2603556726521906c366702589d3f4101b,30852.96
0x0c11a9f75bf9c5b79660c23bf640799e0970aa78,30849.99
0xa46f06f10aa4e819196aa4fe69b1c360816843ad,30849.55
0xaf61fc6b4e1b61d44f511387de1997eb0e087125,30849.14
0x1e8f3db3fbab6b414993855e6e57956e0e7859d9,30849.02
0x49b464114d832d52be2b79f84c42cd0691c801a4,30848.83
0x32aaa362a237ca2fa2273e12e3455e81ac1698ef,30847.9
0x8f217b3312391175a24a7561c5b81072b20bda53,30847.79
0xf94284926010f7f55b94415d8274cfcebef13289,30846.28
0x9eea62c9e9220d63d21f22bddc1208b738872a4c,30843.31
0xac685dd8624ae7411e989937b28b3fb961f9fade,30842.19
0x5ddb1559d138077616572bfb9a00e9879d7938d1,30841.94
0x3a41cb1a7aa558124cf614415628a29441625f7d,30841.9
0xe407ca896c4736b7219732a0206ade84ac992765,30840.16
0x5c5f5f01999b5479b8095d96e3d04d48566e09ec,30840.14
0xbb9a8a5aebe77af6674140d168cd3dbb33429785,30839.27
0x154add6ca7606be46bd57dcb3e38087d14b2235b,30839.17
0xaadb75775606b3f5b5181a0abd36e44a02ffd44c,30837.96
0xfcc188b125a4969e9aee89f7be36ddf66001a926,30833.81
0x3c91e23ee26bd0a7b67b792a55a9ebfb2f1c0760,30833.58
0x02cb83d1ffd981d576da81d2852015277d2d58d4,30833.11
0xee1c16dea3bc5e29c82db978e25d286d3e9391f3,30833.04
0x729ad53435c748b035e6577d65914d0c4d8046cc,30832.86
0xb98ef9f4766cbecc4de86ac61180b65e47047ae9,30831.76
0xdde33a71b6e88875d3b4e94d094c48c49f6dffc5,30829.58
0x498871b16ebdc4eea5add43aee011d8e83396e5a,30826.89
0xe133198d057a7aa8b7d2d2101fd11c0a19e0f0c1,30826.47
0xddb6af23acc4ded335345411929dde69269249d2,30822.52
0xf9e0010118f2216381427b23c905a0a0421d6c72,30821.64
0xebc33dec2ffcc2226448ae89aae3ea7e525ecded,30817.76
0x4f8217c36a7a3f7e02f7982180e5b71f69a77186,30816.64
0x952fbf66d626d54313bd65af64ea1c634a8c692f,30815.69
0xbd8e331c2d1a87ed92bbf13576ffb43aaa9509cd,30815.38
0x577c21c0537e0751ef104f8b64dd2a84d9b0219b,30814.8
0xe135ff05c19f640f4a8c47798c0bef22e0b3942a,30813.5
0x4739e318dba833b55d61df2406e6bfd1f6d23120,30812.6
0x30db3ac3b7ad19bf4faa3521c4933445ad7ca1cd,30812.34
0x3f586436c088b31821ee09e49addd55cc0a5b945,30811.98
0xe2dff60acc1eda57ce6848c1f7150e513ca2ccbc,30811.1
0x65c273088c3415006a8bc5bd05cdfbd531a051ca,30810.52
0x2305cc96bfcf1c6c2f545c414f18c136e8d3bea9,30810.32
0xd82c33d09676c434a59224ffd739647ceab4a6c6,30809.58
0x90b0804d1fb84318574a0917c27a2fde6f096036,30809.55
0x5005f610d89fb2f510daf06a24900c383f9e47b9,30808.23
0xe5979f6aa6b1b052544b56b32314fc16e9734bf9,30807.38
0xc09a403ff9e4c45bd6c8ff8d2b480a9210cb7076,30804.63
0x2123ab1a7f3448a7a23f70eae37f87b041a5a171,30804.36
0x8759d308d3fe6100ccd59d26c556c46220f6fe45,30804.23
0x80ff540feb250fe1903eb306ab7e31098da5fbfd,30803.88
0x07e6b003d652156ef8fc335fd0a28cdbbfa3008a,30803.15
0x04dbbc8c6b76b10bce2547117575109d4dde50b9,30800.74
0x2d31d322bb24a1ac1f69f3671f464ee3d5273c32,30798.99
0x7b23a486d760d660168484add28394332ed4aab7,30798.64
0xdcf68970a7eacb518f916fc90fdc5a4d59443f9a,30797.95
0x420d5cffc6b076f527a6ddff0a75c32b5c4fc207,30797.53
0x6fae7deb8ebe079333fb9b881cc469f8d905f2d6,30794.34
0xfea87853aaba7d73b0351b5ed0f28f051b00f5da,30791.91
0x36cd93eb4aaebab2815bd03f77ba0b55920a2f05,30789.66
0x26f1fb4449685a97db2480e3d0eafd283183cfd7,30789.63
0x4c4b30e082367e7c5d8f5530eb79c8c14e830353,30789.04
0x2214cbe24fd8f665873d6c3a58f6b67109ed616e,30787.31
0xc9edada01a57c00b057022950e30737cf31d866a,30785.64
0x06f7b29dde0dce8ec95e4c084c245aae4094b27c,30785.07
0x4b8a3e43a94a610140effdd1fb519c47628beb99,30784.28
0xf66ef6ab5f679c081bc6f2d96fad501720bf5692,30784.19
0xe4cb0f7032c99f0dce22268aa3572a6305e1949c,30783.96
0xbbfd83c3d77015bd4610c9d928633e0dae6aa6b2,30782.85
0x35844d139eb790e0b6e834f4e1fa2e601ce2410e,30781.65
0xfbbaeb617e1220ee25dca9628f82e3b59d3a84f0,30779.28
0x40965cb5fdc02893543bef8677101fba5e0c9210,30774.96
0x39a48d5ced309cac2b810e1977e210489d7d942f,30774.0
0xb60dbec8d8eaecb5515d12900570ccbd79f326de,30772.87
0x6ddc261744880e909aa7f59e57d124044fd12a3d,30772.29
0xf9fe7a51c2505efeeee289aea738139d656d8679,30771.78
0x1ceebf4bc86d145c59eee2babcd1794f1614e55d,30768.86
0xf33007d2a39a35f30fcf3b08c788d70c534217c7,30764.59
0x2faa1b63d4ce153afa35389775103918d346c472,30762.0
0x9d05c2d7ae08f1449a235e06173c89a9bdb57063,30761.51
0x9a862994578fbb5449a338cad823129a33465c01,30759.81
0x1ac558ef4a837f9465381508841b3c395c6c7cae,30759.37
0xad2e36eeb25e578e198d853ef8cb13f4c57c2204,30756.92
0x4f27de1be64a9ab3577f8cddfe3697a01a849b17,30755.93
0x287cc2eb56ec1c6fafb51c5db1930e417b6947a0,30755.31
0x7232e479c33a716a1e1a0d76a191a72d9ebac518,30754.31
0xf0ce96788971066dfece5cb8c0b04a9efd542854,30753.46
0x4fc622a72d7599f48197228d9973315e718d63e4,30752.99
0x5048c25ba610ac8074d92a443f745a853cdbb827,30752.9
0x18f5bd7da194345591521175e6ec163d8eeeb943,30752.89
0x2c79895328c312fdcc35be9d3db3d82b2bdc982d,30752.1
0x0f639d1962a4340cd5b81ed96b889ab0af45e0f1,30751.93
0x4c9feb44236fee53ca5b1ebe11c43323cce6c229,30750.56
0xdb263a04ea66396f005ea8d4d3c03fcd4d866276,30750.19
0x462271069fbcfc83bec89cff8d3e84f74600f45d,30749.8
0xb28cfa0b2e637e91af1519843232e820abf2bf66,30749.26
0xf617a25761380daf1ffe41d7348ed6a78b352c0d,30748.89
0x0fa06df9ae813f3abe5d4e9511a8605313b72e72,30748.24
0xcc955e44e001ad07b559f666848a31719a6b9cd3,30747.54
0x0641a63ee60cb30819721e3b80998db8a1a3a4c0,30746.84
0x5acd8bd0280bdf483e8c005e79ed69434e83f0f3,30745.42
0x772495465d6f13f93109f7027fa0dfb4f8dd83f1,30744.64
0x4ef472d1dc13fdedc908c954a50cf49dc72ecd09,30742.93
0x32187c5cbc9a48a97ec71e2d3a0ef272670d00b9,30742.12
0xea6a2fb2040c4f75af1dc4872402e0cedf3d46f7,30741.67
0xa7d787efb4b7f7681bce6bb5a4f6e506d1823932,30741.62
0x39b7765feaaa18f71c4d1158538e4d17592506e2,30741.52
0xbef719168019a523d8d1614ee83672116693f879,30741.36
0xb26a41dde9c3f6e07c34a8fb0b151e844bbea151,30739.37
0xf478660ea7694055d740e5b3836c18e61a8ecaf4,30739.24
0x2390365962b8a1047d08f3503c1d22a90a1a83a8,30739.0
0xb9481266c8cffaf30e4d47ce63f11ba6d12d8d49,30738.4
0x2c11f6027fe61c4ff13cc3072814b3aafa17d8b9,30736.75
0x9990cacb92b15856c6582c5a6c5092d2da5dc6a8,30735.32
0xb5e5d2075dbdd9da62c6a5fec6441a45a4fee870,30733.05
0xa6df476e8eb22a91da9f064dbc108cc1f80863ce,30731.93
0xc7a8d22eaa83f7ce2b153392f0236b45cfe81285,30731.24
0x381a2a905d95ef4dd9e04dd8e10f49c7a1189168,30730.67
0xf2fa4cda2e66d6cd807a0f742b2cb20009ab99cd,30730.33
0x7bde09bb2a5c985aa6069447085e1fa4db42ae1a,30730.09
0xa757d5d0f9e12bbbd67f7dd11e621269cf473030,30729.36
0xf30bd8a4801c975634b8afa647c6671391672f0a,30729.2
0x2f28b1d15a55cd15ebd8113c1e34616f17f5cf3c,30727.74
0xfd80717de12b76c35d6cb32f0395c1388d533fd3,30726.72
0x6ef0fbde971fc68e61697ff3eb7c86768f897214,30725.77
0x8ff49e5a795e525e23dacef98af5059587ef2a36,30725.42
0x988e06e7f3423e37f9c24ae28e008a75afb563fd,30724.26
0x9a5d08ce6a193c1e29c6d23d43530eea8e59df00,30723.03
0x607d1d350e8ae55230f9309b0d205f92c6424b85,30721.9
0x8bf6040f84248cf83fc147c416ece969e6917c3e,30719.72
0x2cee0382625e1915b52b221e98357437f319800d,30719.36
0x55da0e19c3f4100af59d018c8502ecd3d7261317,30718.83
0xe49e969d60b2560f5b9276c104fa8fe3a375feb6,30717.84
0x6afdcf5d76a5564574ee32732357f4451fba0220,30716.35
0x1fa91eb8ceffb0cb23fdd90562c07a6c4cd4783a,30716.2
0xe7974be077009d332cba31540c3ab0d6be6a7136,30715.15
0x4ada98a9ebeb5f8f17f75a6bbbf7e17092e502ce,30713.21
0x3ee97804c73358178470f19939fb24f94baaa85f,30712.85
0x0e7eb2391399a96e1ad1bb3d644eae2babd5313c,30710.3
0xcb313c7cc882975cbab1a4a0627c531edcd7e7b2,30708.94
0x5bad13c01ea8056e65bf7408934d854ab671428e,30708.85
0x0673b31b792be827eb24e1ac24a366d89eabe65d,30708.44
0x5cd8523d06aff06f4abc211db6042555f3298ad5,30705.44
0xa146bb1c609923f970ccdc70a321245164b1ca97,30704.4
0x9c1ef62f3eb6bffff309d7d83b24844b18971464,30702.1
0x0755909d986d22031683fbbe4b704a41dd0aa8eb,30699.55
0x22caa5c42a93a5b8e60e4cf83add7913c47b1133,30699.26
0xadc954743f9aa33362e88c58276c74c2e86695e6,30696.28
0x4fb18a13ed5496769d8c3608d601a6fdfc97a741,30695.51
0x5087b6a8cf0bdca7946c3e1e3491d79cea0c7bd9,30695.01
0xa82eb6a237af989ee0f285e4b8948845f0b88cb7,30689.28
0x69990a06098ff8f24f670f679e215fab983ebf5a,30687.8
0xf2e58a2281723beaac45af843b7490998cc8a962,30687.73
0xc4107fc6645e74ee36030a092560a614255d4038,30687.71
